building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area,house_area_int,have_living_room,have_kitchen_room,have_dining_room,have_storage_room,have_common_room,have_gift_money,have_deposit,management_fee_int,rent_fee_int,building_age_int,transport1,transport2,transport3,have_convinient_transport,building_floor_int,room_floor_int
ザ・ミッドハウス新宿御苑,マンション,東京都新宿区新宿１丁目,14階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩2分東京メトロ丸ノ内線 新宿三丁目駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,築9年,鉄筋コンクリート,4階,15万円,"10,000円","150,000円","150,000円",1R,30.22m²,30.22,0,0,0,0,1,1,1,10.0,150.0,9, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩2分,京メトロ丸ノ内線 新宿三丁目駅/徒歩8分,京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,0,14,4
ガリシア新宿都庁前,マンション,東京都新宿区西新宿４丁目,6階建て, 都営大江戸線 西新宿五丁目駅/徒歩4分都営大江戸線 都庁前駅/徒歩8分東京メトロ丸ノ内線 西新宿駅/徒歩13分,築10年,鉄筋コンクリート,2階,9.8万円,"12,000円",1ヶ月,1ヶ月,1K,25.35m²,25.35,0,1,0,0,0,1,1,12.0,98.0,10, 都営大江戸線 西新宿五丁目駅/徒歩4分,営大江戸線 都庁前駅/徒歩8分,京メトロ丸ノ内線 西新宿駅/徒歩13分,1,6,2
ホワイトジンファンデル神楽坂,マンション,東京都新宿区弁天町,4階建て, 東京メトロ東西線 早稲田駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩8分都営大江戸線 牛込柳町駅/徒歩9分,築11年,鉄骨造,1階,8.7万円,"3,000円",1ヶ月,1ヶ月,1R,24.84m²,24.84,0,0,0,0,1,1,1,3.0,87.0,11, 東京メトロ東西線 早稲田駅/徒歩8分,京メトロ東西線 神楽坂駅/徒歩8分,営大江戸線 牛込柳町駅/徒歩9分,1,4,1
東京都新宿区北新宿４丁目,マンション,東京都新宿区北新宿４丁目,7階建て, 都営大江戸線 東中野駅/徒歩8分ＪＲ総武線 大久保駅/徒歩11分東京メトロ東西線 落合駅/徒歩11分,築11年,鉄筋コンクリート,4階,12.6万円,"10,000円",1ヶ月,－,1R,31.98m²,31.98,0,0,0,0,1,0,1,10.0,126.0,11, 都営大江戸線 東中野駅/徒歩8分,Ｒ総武線 大久保駅/徒歩11分,京メトロ東西線 落合駅/徒歩11分,1,7,4
メゾントレフル,アパート,東京都新宿区若葉１丁目,2階建て, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩13分ＪＲ総武線 信濃町駅/徒歩14分,築11年,木造,1階,16.7万円,"3,000円",1ヶ月,1ヶ月,1LDK,44.3m²,44.3,1,1,1,0,0,1,1,3.0,167.0,11, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分,京メトロ丸ノ内線 四谷三丁目駅/徒歩13分,Ｒ総武線 信濃町駅/徒歩14分,0,2,1
レジディア四谷三丁目,マンション,東京都新宿区荒木町,10階建て, 都営新宿線 曙橋駅/徒歩2分東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分ＪＲ総武線 四ツ谷駅/徒歩14分,築13年,鉄筋コンクリート,9階,15万円,"10,000円",1ヶ月,2ヶ月,1R,38.5m²,38.5,0,0,0,0,1,1,1,10.0,150.0,13, 都営新宿線 曙橋駅/徒歩2分,京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,Ｒ総武線 四ツ谷駅/徒歩14分,0,10,9
ＰＲＩＭＥ　ＵＲＢＡＮ　東中野　ＣＯＵＲＴ,マンション,東京都新宿区北新宿４丁目,10階建て, ＪＲ総武線 東中野駅/徒歩8分東京メトロ東西線 落合駅/徒歩8分西武鉄道新宿線 下落合駅/徒歩12分,築13年,鉄筋コンクリート,1階,16.7万円,"13,000円",1ヶ月,1ヶ月,1LDK,44.85m²,44.85,1,1,1,0,0,1,1,13.0,167.0,13, ＪＲ総武線 東中野駅/徒歩8分,京メトロ東西線 落合駅/徒歩8分,武鉄道新宿線 下落合駅/徒歩12分,0,10,1
パークキューブ四谷三丁目,マンション,東京都新宿区荒木町,10階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営大江戸線 若松河田駅/徒歩13分,築14年,鉄筋コンクリート,1階,10.4万円,"8,000円",1ヶ月,1ヶ月,1R,24.6m²,24.6,0,0,0,0,1,1,1,8.0,104.0,14, 都営新宿線 曙橋駅/徒歩3分,京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,営大江戸線 若松河田駅/徒歩13分,1,10,1
トレステージ四谷,マンション,東京都新宿区左門町,11階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分ＪＲ総武線 信濃町駅/徒歩9分都営新宿線 曙橋駅/徒歩12分,築14年,鉄骨造,6階,14.6万円,"12,000円",1ヶ月,1ヶ月,1K,31.51m²,31.51,0,1,0,0,0,1,1,12.0,146.0,14, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,Ｒ総武線 信濃町駅/徒歩9分,営新宿線 曙橋駅/徒歩12分,0,11,6
ランテンヌ四谷,マンション,東京都新宿区若葉１丁目,7階建て, ＪＲ総武線 四ツ谷駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分ＪＲ総武線 信濃町駅/徒歩13分,築14年,鉄筋コンクリート,3階,29.5万円,"10,000円",1ヶ月,1ヶ月,1LDK,60.62m²,60.62,1,1,1,0,0,1,1,10.0,295.0,14, ＪＲ総武線 四ツ谷駅/徒歩8分,京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,Ｒ総武線 信濃町駅/徒歩13分,0,7,3
アドバンス明豊,マンション,東京都新宿区四谷坂町,4階建て, 都営新宿線 曙橋駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分東京メトロ南北線 四ツ谷駅/徒歩11分,築15年,鉄筋コンクリート,1階,8.9万円,－,2ヶ月,－,1K,20.25m²,20.25,0,1,0,0,0,0,1,-1.0,89.0,15, 都営新宿線 曙橋駅/徒歩4分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,京メトロ南北線 四ツ谷駅/徒歩11分,0,4,1
コンフォリア東中野,マンション,東京都新宿区北新宿４丁目,7階建て, 都営大江戸線 東中野駅/徒歩7分東京メトロ東西線 落合駅/徒歩9分ＪＲ総武線 大久保駅/徒歩14分,築15年,鉄筋コンクリート,2階,8.5万円,"5,000円","85,000円",－,1R,20.01m²,20.01,0,0,0,0,1,0,1,5.0,85.0,15, 都営大江戸線 東中野駅/徒歩7分,京メトロ東西線 落合駅/徒歩9分,Ｒ総武線 大久保駅/徒歩14分,1,7,2
ガーラ・ステーション新宿御苑前,マンション,東京都新宿区新宿１丁目,15階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩2分東京メトロ丸ノ内線 新宿三丁目駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,築15年,鉄筋コンクリート,3階,10.25万円,"9,000円",1ヶ月,1.5ヶ月,1K,23.49m²,23.49,0,1,0,0,0,1,1,9.0,102.5,15, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩2分,京メトロ丸ノ内線 新宿三丁目駅/徒歩6分,京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,0,15,3
ディモーラ,マンション,東京都新宿区西新宿３丁目,8階建て, 京王電鉄京王線 初台駅/徒歩6分都営大江戸線 都庁前駅/徒歩10分ＪＲ山手線 新宿駅/徒歩14分,築15年,鉄筋コンクリート,4階,13.8万円,"7,000円",1ヶ月,1ヶ月,1K,39.91m²,39.91,0,1,0,0,0,1,1,7.0,138.0,15, 京王電鉄京王線 初台駅/徒歩6分,営大江戸線 都庁前駅/徒歩10分,Ｒ山手線 新宿駅/徒歩14分,1,8,4
Ｃｏｌｌｉｎｅ白銀,マンション,東京都新宿区白銀町,3階建て, 都営大江戸線 牛込神楽坂駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩5分都営大江戸線 飯田橋駅/徒歩8分,築15年,鉄筋コンクリート,1階,30万円,"10,000円",1ヶ月,1ヶ月,1LDK,75.12m²,75.12,1,1,1,0,0,1,1,10.0,300.0,15, 都営大江戸線 牛込神楽坂駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩5分,営大江戸線 飯田橋駅/徒歩8分,1,3,1
ステージファースト西新宿,マンション,東京都新宿区西新宿５丁目,14階建て, 都営大江戸線 西新宿五丁目駅/徒歩5分都営大江戸線 都庁前駅/徒歩7分東京メトロ丸ノ内線 中野坂上駅/徒歩9分,築16年,鉄筋コンクリート,10階,8.2万円,"5,000円",1ヶ月,1ヶ月,1K,20.33m²,20.33,0,1,0,0,0,1,1,5.0,82.0,16, 都営大江戸線 西新宿五丁目駅/徒歩5分,営大江戸線 都庁前駅/徒歩7分,京メトロ丸ノ内線 中野坂上駅/徒歩9分,1,14,10
グランフォート　余丁町,マンション,東京都新宿区余丁町,10階建て, 都営大江戸線 若松河田駅/徒歩3分都営大江戸線 東新宿駅/徒歩10分都営新宿線 曙橋駅/徒歩18分,築16年,鉄筋コンクリート,8階,8.4万円,"6,000円",1ヶ月,1ヶ月,1K,22.36m²,22.36,0,1,0,0,0,1,1,6.0,84.0,16, 都営大江戸線 若松河田駅/徒歩3分,営大江戸線 東新宿駅/徒歩10分,営新宿線 曙橋駅/徒歩18分,1,10,8
アクシルコート市谷台町坂,マンション,東京都新宿区住吉町,7階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分東京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,築16年,鉄骨鉄筋コンクリート,3階,19.5万円,"15,000円",2ヶ月,－,1LDK,45.8m²,45.8,1,1,1,0,0,0,1,15.0,195.0,16, 都営新宿線 曙橋駅/徒歩3分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,0,7,3
東京都新宿区市谷砂土原町２丁目,マンション,東京都新宿区市谷砂土原町２丁目,5階建て, 東京メトロ南北線 市ケ谷駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩13分都営大江戸線 飯田橋駅/徒歩15分,築17年,鉄筋コンクリート,4階,8.8万円,"7,000円",－,－,1K,18.2m²,18.2,0,1,0,0,0,0,0,7.0,88.0,17, 東京メトロ南北線 市ケ谷駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩13分,営大江戸線 飯田橋駅/徒歩15分,1,5,4
ザ・パーククロス市ヶ谷,マンション,東京都新宿区市谷砂土原町２丁目,5階建て, 東京メトロ南北線 市ケ谷駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩13分都営大江戸線 飯田橋駅/徒歩15分,築17年,鉄筋コンクリート,4階,8.8万円,"7,000円",－,－,1K,18.2m²,18.2,0,1,0,0,0,0,0,7.0,88.0,17, 東京メトロ南北線 市ケ谷駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩13分,営大江戸線 飯田橋駅/徒歩15分,1,5,4
パレステュディオ四谷三丁目,マンション,東京都新宿区荒木町,8階建て, 都営新宿線 曙橋駅/徒歩2分東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分ＪＲ総武線 四ツ谷駅/徒歩13分,築17年,鉄筋コンクリート,4階,10万円,"10,500円",－,1ヶ月,1K,21.88m²,21.88,0,1,0,0,0,1,0,10.5,100.0,17, 都営新宿線 曙橋駅/徒歩2分,京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,Ｒ総武線 四ツ谷駅/徒歩13分,0,8,4
プリムヴェール四谷,マンション,東京都新宿区荒木町,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営新宿線 曙橋駅/徒歩9分中央本線（ＪＲ東日本） 四ツ谷駅/徒歩10分,築17年,鉄筋コンクリート,4階,10.7万円,"6,000円",－,1ヶ月,1K,30.33m²,30.33,0,1,0,0,0,1,0,6.0,107.0,17, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,営新宿線 曙橋駅/徒歩9分,央本線（ＪＲ東日本） 四ツ谷駅/徒歩10分,0,13,4
ＣＩＴＹ　ＳＰＩＲＥ若松町,マンション,東京都新宿区若松町,5階建て, 都営大江戸線 若松河田駅/徒歩8分都営大江戸線 東新宿駅/徒歩10分東京メトロ副都心線 西早稲田駅/徒歩15分,築17年,鉄筋コンクリート,3階,16万円,"10,000円",1ヶ月,1ヶ月,1DK,36.83m²,36.83,0,1,1,0,0,1,1,10.0,160.0,17, 都営大江戸線 若松河田駅/徒歩8分,営大江戸線 東新宿駅/徒歩10分,京メトロ副都心線 西早稲田駅/徒歩15分,1,5,3
プレール・ドゥーク北新宿,マンション,東京都新宿区北新宿４丁目,8階建て, ＪＲ総武線 東中野駅/徒歩7分東京メトロ東西線 落合駅/徒歩11分ＪＲ総武線 大久保駅/徒歩11分,築18年,鉄筋コンクリート,7階,7.9万円,"8,000円",－,"79,000円",1K,19.95m²,19.95,0,1,0,0,0,1,0,8.0,79.0,18, ＪＲ総武線 東中野駅/徒歩7分,京メトロ東西線 落合駅/徒歩11分,Ｒ総武線 大久保駅/徒歩11分,0,8,7
プレール・ドゥーク西新宿,マンション,東京都新宿区西新宿４丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩7分都営大江戸線 都庁前駅/徒歩9分京王電鉄京王線 初台駅/徒歩11分,築18年,鉄筋コンクリート,3階,8.3万円,"10,000円",－,－,1K,22.04m²,22.04,0,1,0,0,0,0,0,10.0,83.0,18, 都営大江戸線 西新宿五丁目駅/徒歩7分,営大江戸線 都庁前駅/徒歩9分,王電鉄京王線 初台駅/徒歩11分,1,5,3
マイネシュロッス四谷,マンション,東京都新宿区左門町,14階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩1分都営新宿線 曙橋駅/徒歩9分ＪＲ総武線 四ツ谷駅/徒歩11分,築18年,鉄骨鉄筋コンクリート,2階,11.5万円,"6,000円",－,－,1K,26.04m²,26.04,0,1,0,0,0,0,0,6.0,115.0,18, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩1分,営新宿線 曙橋駅/徒歩9分,Ｒ総武線 四ツ谷駅/徒歩11分,0,14,2
パークアクシス神楽坂ステージ,マンション,東京都新宿区水道町,8階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩7分ＪＲ総武線 飯田橋駅/徒歩15分,築18年,鉄筋コンクリート,3階,12.9万円,"8,000円",1ヶ月,－,1K,34.67m²,34.67,0,1,0,0,0,0,1,8.0,129.0,18, 東京メトロ有楽町線 江戸川橋駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩7分,Ｒ総武線 飯田橋駅/徒歩15分,0,8,3
グランアビテ四谷３丁目ステーションフロント,マンション,東京都新宿区四谷３丁目,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩1分都営新宿線 曙橋駅/徒歩9分東京メトロ丸ノ内線 新宿御苑前駅/徒歩11分,築18年,鉄筋コンクリート,8階,17万円,－,1ヶ月,1ヶ月,1DK,32.35m²,32.35,0,1,1,0,0,1,1,-1.0,170.0,18, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩1分,営新宿線 曙橋駅/徒歩9分,京メトロ丸ノ内線 新宿御苑前駅/徒歩11分,0,13,8
ガーネットコート四谷,マンション,東京都新宿区左門町,11階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分ＪＲ総武線 信濃町駅/徒歩7分都営大江戸線 国立競技場駅/徒歩12分,築18年,鉄骨鉄筋コンクリート,10階,22万円,"15,000円",1ヶ月,－,1LDK,52.36m²,52.36,1,1,1,0,0,0,1,15.0,220.0,18, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分,Ｒ総武線 信濃町駅/徒歩7分,営大江戸線 国立競技場駅/徒歩12分,1,11,10
スカイコート新宿曙橋第２,マンション,東京都新宿区住吉町,12階建て, 都営新宿線 曙橋駅/徒歩2分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分都営大江戸線 若松河田駅/徒歩16分,築19年,鉄筋コンクリート,2階,8.9万円,"10,500円",－,1ヶ月,1R,20m²,20.0,0,0,0,0,1,1,0,10.5,89.0,19, 都営新宿線 曙橋駅/徒歩2分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,営大江戸線 若松河田駅/徒歩16分,1,12,2
東京都新宿区岩戸町,マンション,東京都新宿区岩戸町,15階建て, 都営大江戸線 牛込神楽坂駅/徒歩2分東京メトロ東西線 神楽坂駅/徒歩6分都営大江戸線 飯田橋駅/徒歩7分,築19年,鉄骨鉄筋コンクリート,5階,12.9万円,"10,000円",－,－,1K,32.24m²,32.24,0,1,0,0,0,0,0,10.0,129.0,19, 都営大江戸線 牛込神楽坂駅/徒歩2分,京メトロ東西線 神楽坂駅/徒歩6分,営大江戸線 飯田橋駅/徒歩7分,1,15,5
カスタリア新宿御苑,マンション,東京都新宿区新宿２丁目,15階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分ＪＲ山手線 新宿駅/徒歩10分,築19年,鉄骨鉄筋コンクリート,3階,13.4万円,"10,000円",1ヶ月,1ヶ月,1R,32.17m²,32.17,0,0,0,0,1,1,1,10.0,134.0,19, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分,京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,Ｒ山手線 新宿駅/徒歩10分,1,15,3
フォルム四谷外苑東,マンション,東京都新宿区左門町,15階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分ＪＲ総武線 信濃町駅/徒歩7分都営大江戸線 国立競技場駅/徒歩14分,築19年,鉄骨鉄筋コンクリート,5階,19.5万円,"13,000円",1ヶ月,1ヶ月,1LDK,46.6m²,46.6,1,1,1,0,0,1,1,13.0,195.0,19, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分,Ｒ総武線 信濃町駅/徒歩7分,営大江戸線 国立競技場駅/徒歩14分,1,15,5
レジディア新宿イーストⅡ,マンション,東京都新宿区新宿５丁目,10階建て, 都営新宿線 新宿三丁目駅/徒歩5分東京メトロ丸ノ内線 新宿御苑前駅/徒歩7分ＪＲ山手線 新宿駅/徒歩10分,築19年,鉄筋コンクリート,3階,9.2万円,"8,000円",1ヶ月,1ヶ月,1K,20.79m²,20.79,0,1,0,0,0,1,1,8.0,92.0,19, 都営新宿線 新宿三丁目駅/徒歩5分,京メトロ丸ノ内線 新宿御苑前駅/徒歩7分,Ｒ山手線 新宿駅/徒歩10分,1,10,3
グランド・ガーラ西新宿ＥＡＳＴ,マンション,東京都新宿区西新宿５丁目,12階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分都営大江戸線 都庁前駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩7分,築20年,鉄骨鉄筋コンクリート,2階,8.9万円,－,1ヶ月,1ヶ月,1K,21.52m²,21.52,0,1,0,0,0,1,1,-1.0,89.0,20, 都営大江戸線 西新宿五丁目駅/徒歩2分,営大江戸線 都庁前駅/徒歩7分,京メトロ丸ノ内線 西新宿駅/徒歩7分,1,12,2
プロシード西新宿（旧スペーシア西新宿）,マンション,東京都新宿区西新宿３丁目,14階建て, 京王電鉄京王線 初台駅/徒歩6分ＪＲ山手線 新宿駅/徒歩11分都営大江戸線 都庁前駅/徒歩11分,築20年,鉄骨鉄筋コンクリート,5階,17.5万円,"9,000円",1ヶ月,1ヶ月,1LDK,44.78m²,44.78,1,1,1,0,0,1,1,9.0,175.0,20, 京王電鉄京王線 初台駅/徒歩6分,Ｒ山手線 新宿駅/徒歩11分,営大江戸線 都庁前駅/徒歩11分,1,14,5
河田町ガーデン　クラブフロア,マンション,東京都新宿区河田町,41階建て, 都営新宿線 曙橋駅/徒歩4分都営大江戸線 若松河田駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩15分,築20年,鉄筋コンクリート,38階,41.59万円,"10,000円",－,1ヶ月,2LDK,93.22m²,93.22,1,1,1,0,0,1,0,10.0,415.90000000000003,20, 都営新宿線 曙橋駅/徒歩4分,営大江戸線 若松河田駅/徒歩6分,京メトロ丸ノ内線 四谷三丁目駅/徒歩15分,1,41,38
レジデンス・ド・レイーヌ,マンション,東京都新宿区北新宿２丁目,3階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩7分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 中野坂上駅/徒歩11分,築21年,鉄筋コンクリート,3階,8.2万円,"5,000円",1ヶ月,－,1K,20.37m²,20.37,0,1,0,0,0,0,1,5.0,82.0,21, 東京メトロ丸ノ内線 西新宿駅/徒歩7分,営大江戸線 都庁前駅/徒歩9分,京メトロ丸ノ内線 中野坂上駅/徒歩11分,1,3,3
