building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area,house_area_int,have_living_room,have_kitchen_room,have_dining_room,have_storage_room,have_common_room,have_gift_money,have_deposit,management_fee_int,rent_fee_int,building_age_int,transport1,transport2,transport3,have_convinient_transport,building_floor_int,room_floor_int
ラ・コスタ新宿余丁町,マンション,東京都新宿区余丁町,10階建て, 都営大江戸線 若松河田駅/徒歩5分東京メトロ副都心線 東新宿駅/徒歩8分都営新宿線 曙橋駅/徒歩11分,築12年,鉄筋コンクリート,5階,10.3万円,"12,000円",1ヶ月,1ヶ月,1R,26.24m²,26.24,0,0,0,0,1,1,1,12.0,103.0,12, 都営大江戸線 若松河田駅/徒歩5分,京メトロ副都心線 東新宿駅/徒歩8分,営新宿線 曙橋駅/徒歩11分,1,10,5
アーバンレジデンス仲之町,マンション,東京都新宿区市谷仲之町,6階建て, 都営新宿線 曙橋駅/徒歩5分都営大江戸線 牛込柳町駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,築15年,鉄筋コンクリート,3階,9.2万円,"5,000円","46,000円","92,000円",1K,23.21m²,23.21,0,1,0,0,0,1,1,5.0,92.0,15, 都営新宿線 曙橋駅/徒歩5分,営大江戸線 牛込柳町駅/徒歩8分,京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,1,6,3
ゼクシア市谷台,マンション,東京都新宿区市谷台町,9階建て, 都営新宿線 曙橋駅/徒歩6分都営大江戸線 若松河田駅/徒歩9分東京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,築15年,鉄筋コンクリート,6階,11万円,"15,000円",－,－,1R,31.22m²,31.22,0,0,0,0,1,0,0,15.0,110.0,15, 都営新宿線 曙橋駅/徒歩6分,営大江戸線 若松河田駅/徒歩9分,京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,1,9,6
シュエット神楽坂,マンション,東京都新宿区神楽坂５丁目,10階建て, 都営大江戸線 牛込神楽坂駅/徒歩2分東京メトロ東西線 神楽坂駅/徒歩5分都営大江戸線 飯田橋駅/徒歩6分,築15年,鉄筋コンクリート,3階,12.4万円,"10,000円",2ヶ月,1ヶ月,1K,30.6m²,30.6,0,1,0,0,0,1,1,10.0,124.0,15, 都営大江戸線 牛込神楽坂駅/徒歩2分,京メトロ東西線 神楽坂駅/徒歩5分,営大江戸線 飯田橋駅/徒歩6分,1,10,3
東京都新宿区神楽坂５丁目,マンション,東京都新宿区神楽坂５丁目,10階建て, 都営大江戸線 牛込神楽坂駅/徒歩2分東京メトロ東西線 神楽坂駅/徒歩5分都営大江戸線 飯田橋駅/徒歩6分,築15年,鉄筋コンクリート,4階,12.9万円,"10,000円",2ヶ月,1ヶ月,1K,32.16m²,32.16,0,1,0,0,0,1,1,10.0,129.0,15, 都営大江戸線 牛込神楽坂駅/徒歩2分,京メトロ東西線 神楽坂駅/徒歩5分,営大江戸線 飯田橋駅/徒歩6分,1,10,4
東京都新宿区矢来町,マンション,東京都新宿区矢来町,4階建て, 東京メトロ東西線 神楽坂駅/徒歩1分都営大江戸線 牛込神楽坂駅/徒歩8分東京メトロ有楽町線 江戸川橋駅/徒歩10分,築17年,鉄筋コンクリート,1階,9.6万円,"8,000円",－,－,1K,21.84m²,21.84,0,1,0,0,0,0,0,8.0,96.0,17, 東京メトロ東西線 神楽坂駅/徒歩1分,営大江戸線 牛込神楽坂駅/徒歩8分,京メトロ有楽町線 江戸川橋駅/徒歩10分,1,4,1
ＡＤＸ新宿河田町,マンション,東京都新宿区河田町,3階建て, 都営新宿線 曙橋駅/徒歩8分都営大江戸線 若松河田駅/徒歩6分,築19年,鉄骨造,1階,6.8万円,"5,000円",－,－,1K,15.12m²,15.12,0,1,0,0,0,0,0,5.0,68.0,19, 都営新宿線 曙橋駅/徒歩8分,営大江戸線 若松河田駅/徒歩6分,,1,3,1
パレステュディオ新宿御苑前,マンション,東京都新宿区四谷４丁目,10階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分都営新宿線 新宿三丁目駅/徒歩11分,築20年,鉄骨鉄筋コンクリート,2階,9.1万円,"10,000円",1ヶ月,1ヶ月,1K,25.17m²,25.17,0,1,0,0,0,1,1,10.0,91.0,20, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,営新宿線 新宿三丁目駅/徒歩11分,0,10,2
ベター・デイズ,アパート,東京都新宿区北新宿１丁目,2階建て, ＪＲ総武線 大久保駅/徒歩8分ＪＲ山手線 新大久保駅/徒歩10分東京メトロ丸ノ内線 西新宿駅/徒歩11分,築21年,木造,1階,7.5万円,"3,000円",－,1ヶ月,1K,16.95m²,16.95,0,1,0,0,0,1,0,3.0,75.0,21, ＪＲ総武線 大久保駅/徒歩8分,Ｒ山手線 新大久保駅/徒歩10分,京メトロ丸ノ内線 西新宿駅/徒歩11分,1,2,1
アクティブミレニアム江戸川橋,マンション,東京都新宿区水道町,6階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩6分東京メトロ東西線 神楽坂駅/徒歩9分都営大江戸線 牛込神楽坂駅/徒歩13分,築22年,鉄筋コンクリート,2階,7.3万円,"8,000円",－,1ヶ月,1K,19.86m²,19.86,0,1,0,0,0,1,0,8.0,73.0,22, 東京メトロ有楽町線 江戸川橋駅/徒歩6分,京メトロ東西線 神楽坂駅/徒歩9分,営大江戸線 牛込神楽坂駅/徒歩13分,1,6,2
アイランドピア新宿（旧ダイヤピア２１２）,マンション,東京都新宿区若松町,10階建て, 都営大江戸線 若松河田駅/徒歩1分都営大江戸線 牛込柳町駅/徒歩8分東京メトロ東西線 早稲田駅/徒歩12分,築22年,鉄骨鉄筋コンクリート,4階,9.9万円,－,1ヶ月,－,1R,28.98m²,28.98,0,0,0,0,1,0,1,-1.0,99.0,22, 都営大江戸線 若松河田駅/徒歩1分,営大江戸線 牛込柳町駅/徒歩8分,京メトロ東西線 早稲田駅/徒歩12分,1,10,4
スカイコート高田馬場,マンション,東京都新宿区高田馬場３丁目,4階建て, 西武鉄道新宿線 下落合駅/徒歩4分ＪＲ山手線 高田馬場駅/徒歩11分都営大江戸線 中井駅/徒歩11分,築27年,鉄筋コンクリート,3階,6.55万円,"5,500円",1ヶ月,－,1R,16.16m²,16.16,0,0,0,0,1,0,1,5.5,65.5,27, 西武鉄道新宿線 下落合駅/徒歩4分,Ｒ山手線 高田馬場駅/徒歩11分,営大江戸線 中井駅/徒歩11分,1,4,3
東京都新宿区西新宿４丁目,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分京王電鉄京王線 初台駅/徒歩15分都営大江戸線 都庁前駅/徒歩13分,築28年,鉄筋コンクリート,1階,7.4万円,"8,500円",－,－,1K,19.44m²,19.44,0,1,0,0,0,0,0,8.5,74.0,28, 都営大江戸線 西新宿五丁目駅/徒歩2分,王電鉄京王線 初台駅/徒歩15分,営大江戸線 都庁前駅/徒歩13分,1,4,1
セントレー市ヶ谷,マンション,東京都新宿区市谷加賀町２丁目,5階建て, 都営大江戸線 牛込柳町駅/徒歩7分都営新宿線 曙橋駅/徒歩10分東京メトロ南北線 市ケ谷駅/徒歩12分,築30年,鉄筋コンクリート,2階,9.5万円,"6,000円",1ヶ月,1ヶ月,1DK,38.58m²,38.58,0,1,1,0,0,1,1,6.0,95.0,30, 都営大江戸線 牛込柳町駅/徒歩7分,営新宿線 曙橋駅/徒歩10分,京メトロ南北線 市ケ谷駅/徒歩12分,1,5,2
日興パレス新宿ＰＡＲＴ６,マンション,東京都新宿区新宿７丁目,3階建て, 都営大江戸線 東新宿駅/徒歩8分都営大江戸線 若松河田駅/徒歩11分,築32年,鉄筋コンクリート,2階,8.2万円,"5,000円",1ヶ月,1ヶ月,1R,21.35m²,21.35,0,0,0,0,1,1,1,5.0,82.0,32, 都営大江戸線 東新宿駅/徒歩8分,営大江戸線 若松河田駅/徒歩11分,,1,3,2
三協グリーンコート落合駅前第１,マンション,東京都新宿区上落合３丁目,5階建て, 東京メトロ東西線 落合駅/徒歩2分都営大江戸線 中井駅/徒歩6分都営大江戸線 東中野駅/徒歩8分,築33年,鉄筋コンクリート,3階,7万円,－,1ヶ月,1ヶ月,1K,19.32m²,19.32,0,1,0,0,0,1,1,-1.0,70.0,33, 東京メトロ東西線 落合駅/徒歩2分,営大江戸線 中井駅/徒歩6分,営大江戸線 東中野駅/徒歩8分,1,5,3
ヒルサイド四谷,マンション,東京都新宿区四谷坂町,3階建て, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分都営新宿線 曙橋駅/徒歩9分東京メトロ丸ノ内線 四谷三丁目駅/徒歩11分,築35年,鉄筋コンクリート,2階,8.5万円,－,1ヶ月,1ヶ月,1K,25.33m²,25.33,0,1,0,0,0,1,1,-1.0,85.0,35, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分,営新宿線 曙橋駅/徒歩9分,京メトロ丸ノ内線 四谷三丁目駅/徒歩11分,0,3,2
ウィン四ツ谷,マンション,東京都新宿区住吉町,13階建て, 都営新宿線 曙橋駅/徒歩1分東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営大江戸線 若松河田駅/徒歩10分,築38年,鉄骨鉄筋コンクリート,7階,22万円,－,2ヶ月,1ヶ月,2LDK,55.45m²,55.45,1,1,1,0,0,1,1,-1.0,220.0,38, 都営新宿線 曙橋駅/徒歩1分,京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,営大江戸線 若松河田駅/徒歩10分,1,13,7
御苑ハイム,マンション,東京都新宿区四谷４丁目,9階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分都営新宿線 曙橋駅/徒歩9分,築44年,鉄骨鉄筋コンクリート,6階,6.4万円,"8,000円",1ヶ月,－,1R,19.97m²,19.97,0,0,0,0,1,0,1,8.0,64.0,44, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,営新宿線 曙橋駅/徒歩9分,0,9,6
東京都新宿区須賀町,マンション,東京都新宿区須賀町,5階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分ＪＲ総武線 信濃町駅/徒歩10分東京メトロ丸ノ内線 四ツ谷駅/徒歩10分,築55年,鉄筋コンクリート,2階,10.7万円,"8,000円",1ヶ月,1ヶ月,1K,32.4m²,32.4,0,1,0,0,0,1,1,8.0,107.0,55, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,Ｒ総武線 信濃町駅/徒歩10分,京メトロ丸ノ内線 四ツ谷駅/徒歩10分,0,5,2
ＲＥＧＡＬＩＺ四谷（レガリスヨツヤ）,マンション,東京都新宿区若葉２丁目,6階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分東京メトロ丸ノ内線 四ツ谷駅/徒歩8分ＪＲ総武線 信濃町駅/徒歩11分,築1年,鉄筋コンクリート,5階,12.8万円,"15,000円",1ヶ月,1ヶ月,1DK,29.74m²,29.74,0,1,1,0,0,1,1,15.0,128.0,1, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,京メトロ丸ノ内線 四ツ谷駅/徒歩8分,Ｒ総武線 信濃町駅/徒歩11分,0,6,5
東京都新宿区早稲田町,マンション,東京都新宿区早稲田町,11階建て, 東京メトロ東西線 早稲田駅/徒歩3分都営大江戸線 牛込柳町駅/徒歩11分東京メトロ東西線 神楽坂駅/徒歩11分,築2年,鉄筋コンクリート,3階,12.2万円,"10,000円",1ヶ月,－,1K,25m²,25.0,0,1,0,0,0,0,1,10.0,122.0,2, 東京メトロ東西線 早稲田駅/徒歩3分,営大江戸線 牛込柳町駅/徒歩11分,京メトロ東西線 神楽坂駅/徒歩11分,1,11,3
ドゥーエ早稲田,マンション,東京都新宿区西早稲田２丁目,10階建て, 東京メトロ東西線 早稲田駅/徒歩7分都電荒川線 早稲田駅/徒歩9分東京メトロ副都心線 西早稲田駅/徒歩10分,築2年,鉄筋コンクリート,2階,15.6万円,"10,000円",1ヶ月,1ヶ月,1LDK,35.55m²,35.55,1,1,1,0,0,1,1,10.0,156.0,2, 東京メトロ東西線 早稲田駅/徒歩7分,電荒川線 早稲田駅/徒歩9分,京メトロ副都心線 西早稲田駅/徒歩10分,0,10,2
ＡＳＴＩＬＥ四谷,マンション,東京都新宿区四谷本塩町,5階建て, 中央本線（ＪＲ東日本） 四ツ谷駅/徒歩6分東京メトロ有楽町線 市ケ谷駅/徒歩8分都営新宿線 曙橋駅/徒歩9分,築2年,鉄筋コンクリート,1階,15.45万円,"18,000円","154,500円","154,500円",1K,33.57m²,33.57,0,1,0,0,0,1,1,18.0,154.5,2, 中央本線（ＪＲ東日本） 四ツ谷駅/徒歩6分,京メトロ有楽町線 市ケ谷駅/徒歩8分,営新宿線 曙橋駅/徒歩9分,0,5,1
ルクレ東新宿（旧ＡＬＥＲＯ新宿）,マンション,東京都新宿区新宿６丁目,4階建て, 都営大江戸線 東新宿駅/徒歩5分都営大江戸線 若松河田駅/徒歩9分ＪＲ山手線 新宿駅/徒歩17分,築3年,鉄筋コンクリート,1階,19.1万円,"15,000円",－,－,1LDK,38.97m²,38.97,1,1,1,0,0,0,0,15.0,191.0,3, 都営大江戸線 東新宿駅/徒歩5分,営大江戸線 若松河田駅/徒歩9分,Ｒ山手線 新宿駅/徒歩17分,1,4,1
デュオステージ中落合,マンション,東京都新宿区中落合１丁目,4階建て, 西武鉄道新宿線 中井駅/徒歩5分西武鉄道新宿線 下落合駅/徒歩9分都営大江戸線 落合南長崎駅/徒歩12分,築4年,鉄筋コンクリート,1階,10.5万円,"10,000円",1ヶ月,－,1R,30.69m²,30.69,0,0,0,0,1,0,1,10.0,105.0,4, 西武鉄道新宿線 中井駅/徒歩5分,武鉄道新宿線 下落合駅/徒歩9分,営大江戸線 落合南長崎駅/徒歩12分,1,4,1
カイゼル,アパート,東京都新宿区上落合１丁目,2階建て, 都営大江戸線 中井駅/徒歩6分西武鉄道新宿線 下落合駅/徒歩6分東京メトロ東西線 落合駅/徒歩9分,築4年,木造,1階,11.9万円,"3,000円",1ヶ月,1ヶ月,1LDK,35.99m²,35.99,1,1,1,0,0,1,1,3.0,119.0,4, 都営大江戸線 中井駅/徒歩6分,武鉄道新宿線 下落合駅/徒歩6分,京メトロ東西線 落合駅/徒歩9分,1,2,1
Ｃｉｅｌ　ＨｉｇａｓｈｉーＳｈｉｎｊｕｋｕ,マンション,東京都新宿区大久保２丁目,3階建て, 東京メトロ副都心線 西早稲田駅/徒歩4分都営大江戸線 東新宿駅/徒歩6分ＪＲ山手線 新大久保駅/徒歩13分,築4年,鉄筋コンクリート,2階,14.5万円,"5,000円",1ヶ月,1ヶ月,1LDK,38.18m²,38.18,1,1,1,0,0,1,1,5.0,145.0,4, 東京メトロ副都心線 西早稲田駅/徒歩4分,営大江戸線 東新宿駅/徒歩6分,Ｒ山手線 新大久保駅/徒歩13分,1,3,2
東京都新宿区早稲田鶴巻町,マンション,東京都新宿区早稲田鶴巻町,10階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩7分東京メトロ東西線 早稲田駅/徒歩9分都電荒川線 早稲田駅/徒歩11分,築5年,鉄筋コンクリート,7階,11万円,"5,500円",－,1ヶ月,1K,25.47m²,25.47,0,1,0,0,0,1,0,5.5,110.0,5, 東京メトロ有楽町線 江戸川橋駅/徒歩7分,京メトロ東西線 早稲田駅/徒歩9分,電荒川線 早稲田駅/徒歩11分,0,10,7
東京都新宿区中落合１丁目,アパート,東京都新宿区中落合１丁目,2階建て, 都営大江戸線 中井駅/徒歩7分西武鉄道新宿線 下落合駅/徒歩8分,築6年,木造,1階,5万円,"3,000円",－,－,1R,10.08m²,10.08,0,0,0,0,1,0,0,3.0,50.0,6, 都営大江戸線 中井駅/徒歩7分,武鉄道新宿線 下落合駅/徒歩8分,,1,2,1
リブリ・ヒルサイド銀杏坂,マンション,東京都新宿区市谷薬王寺町,9階建て, 都営大江戸線 牛込柳町駅/徒歩4分都営新宿線 曙橋駅/徒歩9分都営大江戸線 若松河田駅/徒歩12分,築6年,鉄筋コンクリート,7階,13.4万円,"6,000円",－,1ヶ月,1LDK,33.25m²,33.25,1,1,1,0,0,1,0,6.0,134.0,6, 都営大江戸線 牛込柳町駅/徒歩4分,営新宿線 曙橋駅/徒歩9分,営大江戸線 若松河田駅/徒歩12分,1,9,7
東京都新宿区原町１丁目,マンション,東京都新宿区原町１丁目,10階建て, 都営大江戸線 牛込柳町駅/徒歩2分都営大江戸線 若松河田駅/徒歩10分都営大江戸線 牛込神楽坂駅/徒歩11分,築7年,鉄筋コンクリート,7階,10.3万円,"15,000円",－,1ヶ月,1K,25.81m²,25.81,0,1,0,0,0,1,0,15.0,103.0,7, 都営大江戸線 牛込柳町駅/徒歩2分,営大江戸線 若松河田駅/徒歩10分,営大江戸線 牛込神楽坂駅/徒歩11分,1,10,7
東京都新宿区四谷４丁目,マンション,東京都新宿区四谷４丁目,14階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩5分東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿三丁目駅/徒歩10分,築8年,鉄筋コンクリート,2階,13.2万円,"10,500円",－,1ヶ月,1K,25.66m²,25.66,0,1,0,0,0,1,0,10.5,132.0,8, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩5分,京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,京メトロ丸ノ内線 新宿三丁目駅/徒歩10分,0,14,2
セントラルプレイス新宿御苑前,マンション,東京都新宿区新宿１丁目,15階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 新宿三丁目駅/徒歩6分東京メトロ丸ノ内線 新宿駅/徒歩12分,築8年,鉄筋コンクリート,2階,12.8万円,"8,000円",1ヶ月,－,1K,25.69m²,25.69,0,1,0,0,0,0,1,8.0,128.0,8, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,京メトロ丸ノ内線 新宿三丁目駅/徒歩6分,京メトロ丸ノ内線 新宿駅/徒歩12分,0,15,2
コンフォリア新宿イーストサイドタワーＡＮＮＥＸ,マンション,東京都新宿区新宿６丁目,4階建て, 都営大江戸線 東新宿駅/徒歩3分東京メトロ丸ノ内線 新宿三丁目駅/徒歩4分東京メトロ丸ノ内線 新宿駅/徒歩12分,築11年,鉄筋コンクリート,2階,34万円,－,2ヶ月,－,1LDK,56.39m²,56.39,1,1,1,0,0,0,1,-1.0,340.0,11, 都営大江戸線 東新宿駅/徒歩3分,京メトロ丸ノ内線 新宿三丁目駅/徒歩4分,京メトロ丸ノ内線 新宿駅/徒歩12分,1,4,2
ルーブル早稲田六番館,マンション,東京都新宿区戸山１丁目,5階建て, 東京メトロ東西線 早稲田駅/徒歩3分都営大江戸線 若松河田駅/徒歩9分都営大江戸線 牛込柳町駅/徒歩10分,築14年,鉄筋コンクリート,3階,8万円,"9,000円",－,1ヶ月,1K,20.25m²,20.25,0,1,0,0,0,1,0,9.0,80.0,14, 東京メトロ東西線 早稲田駅/徒歩3分,営大江戸線 若松河田駅/徒歩9分,営大江戸線 牛込柳町駅/徒歩10分,1,5,3
Ｇａｒｄｅｎ　Ｉ’ｌｌ　Ｙｏｔｓｕｙａ,マンション,東京都新宿区四谷１丁目,11階建て, ＪＲ総武線 四ツ谷駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分都営新宿線 曙橋駅/徒歩12分,築14年,鉄骨鉄筋コンクリート,11階,14.2万円,"10,000円",1ヶ月,1ヶ月,1R,27.84m²,27.84,0,0,0,0,1,1,1,10.0,142.0,14, ＪＲ総武線 四ツ谷駅/徒歩3分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,営新宿線 曙橋駅/徒歩12分,0,11,11
ソレアード落合,アパート,東京都新宿区上落合２丁目,2階建て, 西武鉄道新宿線 中井駅/徒歩5分東京メトロ東西線 落合駅/徒歩6分西武鉄道新宿線 下落合駅/徒歩11分,築15年,木造,2階,7.8万円,"4,500円",－,1ヶ月,1K,21.43m²,21.43,0,1,0,0,0,1,0,4.5,78.0,15, 西武鉄道新宿線 中井駅/徒歩5分,京メトロ東西線 落合駅/徒歩6分,武鉄道新宿線 下落合駅/徒歩11分,0,2,2
ウィントンベリーハウス四谷,マンション,東京都新宿区若葉１丁目,3階建て, 中央本線（ＪＲ東日本） 四ツ谷駅/徒歩5分東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分ＪＲ総武線 信濃町駅/徒歩14分,築15年,鉄筋コンクリート,1階,12万円,"10,000円",1ヶ月,1ヶ月,1K,27.65m²,27.65,0,1,0,0,0,1,1,10.0,120.0,15, 中央本線（ＪＲ東日本） 四ツ谷駅/徒歩5分,京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,Ｒ総武線 信濃町駅/徒歩14分,0,3,1
ルネッサンス新宿,マンション,東京都新宿区百人町２丁目,9階建て, ＪＲ山手線 新大久保駅/徒歩1分ＪＲ総武線 大久保駅/徒歩4分都営大江戸線 東新宿駅/徒歩11分,築17年,鉄筋コンクリート,5階,8.7万円,"5,000円",－,1ヶ月,1K,18.93m²,18.93,0,1,0,0,0,1,0,5.0,87.0,17, ＪＲ山手線 新大久保駅/徒歩1分,Ｒ総武線 大久保駅/徒歩4分,営大江戸線 東新宿駅/徒歩11分,1,9,5
四谷アパートメント,マンション,東京都新宿区須賀町,4階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分ＪＲ総武線 信濃町駅/徒歩9分東京メトロ南北線 四ツ谷駅/徒歩12分,築17年,鉄筋コンクリート,1階,20.5万円,"10,000円",1ヶ月,1ヶ月,1LDK,57.53m²,57.53,1,1,1,0,0,1,1,10.0,205.0,17, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,Ｒ総武線 信濃町駅/徒歩9分,京メトロ南北線 四ツ谷駅/徒歩12分,0,4,1
レジディア市ヶ谷,マンション,東京都新宿区市谷本村町,14階建て, 東京メトロ南北線 市ケ谷駅/徒歩5分東京メトロ丸ノ内線 四ツ谷駅/徒歩8分都営新宿線 曙橋駅/徒歩10分,築18年,鉄骨鉄筋コンクリート,6階,24.4万円,"15,000円",1ヶ月,2ヶ月,2LDK,53.1m²,53.1,1,1,1,0,0,1,1,15.0,244.0,18, 東京メトロ南北線 市ケ谷駅/徒歩5分,京メトロ丸ノ内線 四ツ谷駅/徒歩8分,営新宿線 曙橋駅/徒歩10分,0,14,6
河田町ガーデン　１号棟,マンション,東京都新宿区河田町,41階建て, 都営新宿線 曙橋駅/徒歩4分都営大江戸線 若松河田駅/徒歩6分都営大江戸線 牛込柳町駅/徒歩9分,築20年,鉄筋コンクリート,29階,25.86万円,"10,000円",－,－,1R,56.14m²,56.14,0,0,0,0,1,0,0,10.0,258.6,20, 都営新宿線 曙橋駅/徒歩4分,営大江戸線 若松河田駅/徒歩6分,営大江戸線 牛込柳町駅/徒歩9分,1,41,29
アルカーデンシティリンクス新宿,マンション,東京都新宿区大久保２丁目,12階建て, ＪＲ山手線 新大久保駅/徒歩8分東京メトロ副都心線 東新宿駅/徒歩3分東京メトロ副都心線 西早稲田駅/徒歩13分,築22年,鉄骨鉄筋コンクリート,6階,8.5万円,"10,000円",1ヶ月,1ヶ月,1R,26.26m²,26.26,0,0,0,0,1,1,1,10.0,85.0,22, ＪＲ山手線 新大久保駅/徒歩8分,京メトロ副都心線 東新宿駅/徒歩3分,京メトロ副都心線 西早稲田駅/徒歩13分,1,12,6
レジディア新宿イースト,マンション,東京都新宿区新宿５丁目,8階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩5分東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分ＪＲ総武線 新宿駅/徒歩10分,築22年,鉄骨鉄筋コンクリート,2階,9.4万円,"10,000円",1ヶ月,1ヶ月,1K,23.79m²,23.79,0,1,0,0,0,1,1,10.0,94.0,22, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩5分,京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,Ｒ総武線 新宿駅/徒歩10分,0,8,2
三鶴屋ハウス,マンション,東京都新宿区中落合３丁目,8階建て, 都営大江戸線 落合南長崎駅/徒歩8分西武池袋・豊島線 椎名町駅/徒歩9分ＪＲ山手線 目白駅/徒歩20分,築23年,鉄筋コンクリート,2階,9万円,"5,000円",0.5ヶ月,0.5ヶ月,1R,27.37m²,27.37,0,0,0,0,1,1,1,5.0,90.0,23, 都営大江戸線 落合南長崎駅/徒歩8分,武池袋・豊島線 椎名町駅/徒歩9分,Ｒ山手線 目白駅/徒歩20分,1,8,2
ハイツ・サン,アパート,東京都新宿区高田馬場４丁目,2階建て, ＪＲ山手線 高田馬場駅/徒歩3分東京メトロ副都心線 西早稲田駅/徒歩14分西武鉄道新宿線 下落合駅/徒歩16分,築25年,木造,1階,8.2万円,"3,000円",1ヶ月,1ヶ月,1K,26.22m²,26.22,0,1,0,0,0,1,1,3.0,82.0,25, ＪＲ山手線 高田馬場駅/徒歩3分,京メトロ副都心線 西早稲田駅/徒歩14分,武鉄道新宿線 下落合駅/徒歩16分,1,2,1
プレール西新宿,マンション,東京都新宿区西新宿８丁目,8階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩2分都営大江戸線 都庁前駅/徒歩12分ＪＲ山手線 新宿駅/徒歩12分,築25年,鉄筋コンクリート,4階,7.9万円,"8,000円",1ヶ月,1ヶ月,1R,19.59m²,19.59,0,0,0,0,1,1,1,8.0,79.0,25, 東京メトロ丸ノ内線 西新宿駅/徒歩2分,営大江戸線 都庁前駅/徒歩12分,Ｒ山手線 新宿駅/徒歩12分,1,8,4
フラワーハウス,アパート,東京都新宿区上落合２丁目,3階建て, 西武鉄道新宿線 下落合駅/徒歩5分都営大江戸線 中井駅/徒歩8分東京メトロ東西線 落合駅/徒歩11分,築27年,木造,2階,5.9万円,"3,000円",－,－,1K,16.01m²,16.01,0,1,0,0,0,0,0,3.0,59.0,27, 西武鉄道新宿線 下落合駅/徒歩5分,営大江戸線 中井駅/徒歩8分,京メトロ東西線 落合駅/徒歩11分,1,3,2
ドルチェ新宿,マンション,東京都新宿区新宿７丁目,8階建て, 都営大江戸線 東新宿駅/徒歩3分ＪＲ山手線 新大久保駅/徒歩9分都営大江戸線 若松河田駅/徒歩11分,築27年,鉄筋コンクリート,4階,7.2万円,"6,000円",1ヶ月,1ヶ月,1K,18.45m²,18.45,0,1,0,0,0,1,1,6.0,72.0,27, 都営大江戸線 東新宿駅/徒歩3分,Ｒ山手線 新大久保駅/徒歩9分,営大江戸線 若松河田駅/徒歩11分,1,8,4
フォレスタ御苑前,マンション,東京都新宿区大京町,10階建て, ＪＲ総武線 千駄ケ谷駅/徒歩8分東京メトロ丸ノ内線 新宿御苑前駅/徒歩10分都営大江戸線 国立競技場駅/徒歩8分,築28年,鉄骨鉄筋コンクリート,8階,8.1万円,"5,000円",1ヶ月,1ヶ月,1R,16m²,16.0,0,0,0,0,1,1,1,5.0,81.0,28, ＪＲ総武線 千駄ケ谷駅/徒歩8分,京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,営大江戸線 国立競技場駅/徒歩8分,1,10,8
